symbol,name
VHL.NS,Vardhman Holdings Limited
OWAIS.NS,Owais Metal And Mineral Processing Limited
TRACXN.NS,Tracxn Technologies Limited
EXCELINDUS.NS,Excel Industries Limited
INFOBEAN.NS,InfoBeans Technologies Limited
SANDESH.NS,The Sandesh Limited
EIMCOELECO.NS,Eimco Elecon (India) Limited
CENTENKA.NS,Century Enka Limited
HPAL.NS,HP Adhesives Limited
MICEL.NS,MIC Electronics Limited
FAZE3Q.NS,Faze Three Limited
ORIENTPPR.NS,Orient Paper & Industries Limited
MAXIND.NS,Max India Limited
GRPLTD.NS,GRP Limited
DENORA.NS,De Nora India Limited
ASALCBR.NS,Associated Alcohols & Breweries Ltd.
GKWLIMITED.NS,GKW Limited
VLSFINANCE.NS,VLS Finance Limited
SPECIALITY.NS,Speciality Restaurants Limited
CHEMCON.NS,Chemcon Speciality Chemicals Limited
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
PPL.NS,Prakash Pipes Limited
NCLIND.NS,NCL Industries Limited
HEXATRADEX.NS,Hexa Tradex Limited
DECCANCE.NS,Deccan Cements Limited
SUTLEJTEX.NS,Sutlej Textiles and Industries Limited
SPENCERS.NS,Spencer's Retail Limited
BASILIC.NS,Basilic Fly Studio Limited
SILVERTUC.NS,Silver Touch Technologies Limited
SCHAND.NS,S Chand And Company Limited
AGSTRA.NS,AGS Transact Technologies Limited
DYCL.NS,Dynamic Cables Limited
ALPEXSOLAR.NS,Alpex Solar Limited
RADIANTCMS.NS,Radiant Cash Management Services Limited
AMBIKCO.NS,Ambika Cotton Mills Limited
BAJAJHCARE.NS,Bajaj Healthcare Limited
RSWM.NS,RSWM Limited
SAKAR.NS,Sakar Healthcare Limited
MUNJALAU.NS,Munjal Auto Industries Limited
HMVL.NS,Hindustan Media Ventures Limited
ELDEHSG.NS,Eldeco Housing And Industries Limited
INDOAMIN.NS,Indo Amines Limited
DENTALKART.NS,Vasa Denticity Limited
VIKASLIFE.NS,Vikas Lifecare Limited
RUSHIL.NS,Rushil Decor Limited
ADSL.NS,Allied Digital Services Limited
BCONCEPTS.NS,Brand Concepts Limited
DBOL.NS,Dhampur Bio Organics Limited
LINC.NS,Linc Limited
RADHIKAJWE.NS,Radhika Jeweltech Limited
DHARMAJ.NS,Dharmaj Crop Guard Limited
MAGADSUGAR.NS,Magadh Sugar & Energy Limited
CHEVIOT.NS,Cheviot Company Limited
VINYAS.NS,Vinyas Innovative Technologies Limited
BALAJITELE.NS,Balaji Telefilms Limited
OSWALGREEN.NS,Oswal Greentech Limited
ICEMAKE.NS,Ice Make Refrigeration Limited
GFLLIMITED.NS,GFL Limited
PANACEABIO.NS,Panacea Biotec Limited
STCINDIA.NS,The State Trading Corporation of India Limited
TRU.NS,TruCap Finance Limited
UGARSUGAR.NS,The Ugar Sugar Works Limited
MAANALU.NS,Maan Aluminium Limited
NRAIL.NS,N R Agarwal Industries Limited
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
GHCLTEXTIL.NS,GHCL Textiles Limited
ASIANTILES.NS,Asian Granito India Limited
DAVANGERE.NS,Davangere Sugar Company Limited
POCL.NS,Pondy Oxides & Chemicals Limited
KOTHARIPET.NS,Kothari Petrochemicals Limited
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited
ACL.NS,Andhra Cements Limited
ZUARI.NS,Zuari Agro Chemicals Limited
GRMOVER.NS,GRM Overseas Limited
BEDMUTHA.NS,Bedmutha Industries Limited
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited
ESTER.NS,Ester Industries Limited
WSI.NS,W S Industries (I) Limited
TNPETRO.NS,Tamilnadu PetroProducts Limited
FOODSIN.NS,Foods & Inns Limited
THEINVEST.NS,The Investment Trust Of India Limited
DHUNINV.NS,Dhunseri Investments Limited
TBZ.NS,Tribhovandas Bhimji Zaveri Limited
EMKAYTOOLS.NS,Emkay Taps and Cutting Tools Limited
KECL.NS,Kirloskar Electric Company Limited
EMAMIPAP.NS,Emami Paper Mills Limited
ELECTHERM.NS,Electrotherm (India) Limited
LOKESHMACH.NS,Lokesh Machines Limited
SELAN.NS,Selan Exploration Technology Limited
AVG.NS,AVG Logistics Limited
SAHANA.NS,Sahana System Limited
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED
NECLIFE.NS,Nectar Lifesciences Limited
BIRLACABLE.NS,Birla Cable Limited
GOACARBON.NS,Goa Carbon Limited
JGCHEM.NS,J.G.Chemicals Limited
ANNAPURNA.NS,Annapurna Swadisht Limited
3IINFOLTD.NS,3i Infotech Limited
WEALTH.NS,Wealth First Portfolio Managers Limited
PARSVNATH.NS,Parsvnath Developers Limited
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited
KRITI.NS,Kriti Industries (India) Limited
ELIN.NS,Elin Electronics Limited
DPWIRES.NS,D P Wires Limited
MEGASOFT.NS,Megasoft Limited
OCCL.NS,Oriental Carbon & Chemicals Limited
MUNJALSHOW.NS,Munjal Showa Limited
ZEEMEDIA.NS,Zee Media Corporation Limited
SOLEX.NS,Solex Energy Limited
MMP.NS,MMP Industries Limited
CHEMBOND.NS,Chembond Chemicals Ltd
JAYAGROGN.NS,Jayant Agro Organics Limited
JPOLYINVST.NS,Jindal Poly Investment and Finance Company Limited
MANAKSIA.NS,Manaksia Limited
SREEL.NS,Sreeleathers Limited
ONMOBILE.NS,OnMobile Global Limited
SBC.NS,SBC Exports Limited
SPMLINFRA.NS,SPML Infra Limited
BHAGERIA.NS,Bhageria Industries Limited
VALIANTLAB.NS,Valiant Laboratories Limited
MENONBE.NS,Menon Bearings Limited
KILITCH.NS,Kilitch Drugs (India) Limited
PAVNAIND.NS,Pavna Industries Limited
KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited
FCSSOFT.NS,FCS Software Solutions Limited
MALLCOM.NS,Mallcom (India) Limited
NRL.NS,Nupur Recyclers Limited
PHANTOMFX.NS,Phantom Digital Effects Limited
APEX.NS,Apex Frozen Foods Limited
KAMATHOTEL.NS,Kamat Hotels (I) Limited
HTMEDIA.NS,HT Media Limited
RUBYMILLS.NS,The Ruby Mills Limited
ALBERTDAVD.NS,Albert David Limited
KODYTECH.NS,Kody Technolab Limited
LGHL.NS,Laxmi Goldorna House Limited
PRIMESECU.NS,Prime Securities Limited
RBZJEWEL.NS,RBZ Jewellers Limited
PLASTIBLEN.NS,Plastiblends India Limited
IRISDOREME.NS,Iris Clothings Limited
PDMJEPAPER.NS,Pudumjee Paper Products Limited
INDSWFTLAB.NS,Ind-Swift Laboratories Limited
MIRZAINT.NS,Mirza International Limited
STEL.NS,Stel Holdings Limited
SAKUMA.NS,Sakuma Exports Limited
SIMPLEXINF.NS,Simplex Infrastructures Limited
ARROWGREEN.NS,Arrow Greentech Limited
VINYLINDIA.NS,Vinyl Chemicals (India) Limited
OSWALAGRO.NS,Oswal Agro Mills Limited
HINDCOMPOS.NS,Hindustan Composites Limited
ARIHANTCAP.NS,Arihant Capital Markets Limited
MBLINFRA.NS,MBL Infrastructure Limited
DEEPENR.NS,DEEP ENERGY RESOURCES LIMITED
ORICONENT.NS,Oricon Enterprises Limited
SHREYAS.NS,Shreyas Shipping & Logistics Limited
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited
ORIENTCER.NS,ORIENT CERATECH LIMITED
DIGISPICE.NS,DiGiSPICE Technologies Limited
ZODIAC.NS,Zodiac Energy Limited
KRISHIVAL.NS,Krishival Foods Limited
JETAIRWAYS.NS,Jet Airways (India) Limited
RATNAVEER.NS,Ratnaveer Precision Engineering Limited
JINDALPHOT.NS,Jindal Photo Limited
RADIOCITY.NS,Music Broadcast Limited
HCL-INSYS.NS,HCL Infosystems Limited
RBL.NS,Rane Brake Lining Limited
KHADIM.NS,Khadim India Limited
AXITA.NS,Axita Cotton Limited
ASMS.NS,Bartronics India Limited
BIRLAMONEY.NS,Aditya Birla Money Limited
VISHNUINFR.NS,Vishnusurya Projects and Infra Limited
VLEGOV.NS,VL E-Governance & IT Solutions Limited
BBTCL.NS,B&B Triplewall Containers Limited
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited
GEECEE.NS,GeeCee Ventures Limited
RACE.NS,Race Eco Chain Limited
RITCO.NS,Ritco Logistics Limited
TCLCONS.NS,Tantia Constructions Limited
BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED
PYRAMID.NS,Pyramid Technoplast Limited
REMSONSIND.NS,Remsons Industries Limited
UFO.NS,UFO Moviez India Limited
ACCENTMIC.NS,Accent Microcell Limited
PTL.NS,PTL Enterprises Limited
INDOBORAX.NS,Indo Borax & Chemicals Limited
MOLDTECH.NS,Mold-Tek Technologies Limited
MAZDA.NS,Mazda Limited
MINDTECK.NS,Mindteck (India) Limited
COOLCAPS.NS,Cool Caps Industries Limited
ALLETEC.NS,All E Technologies Limited
20MICRONS.NS,20 Microns Limited
VIKASECO.NS,Vikas EcoTech Limited
ORIENTBELL.NS,Orient Bell Limited
DONEAR.NS,Donear Industries Limited
CAREERP.NS,Career Point Limited
INTLCONV.NS,International Conveyors Limited
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
PRITIKAUTO.NS,Pritika Auto Industries Limited
DIAMINESQ.NS,Diamines & Chemicals Limited
SILINV.NS,SIL Investments Limited
BANSWRAS.NS,Banswara Syntex Limited
SADBHAV.NS,Sadbhav Engineering Limited
APCL.NS,Anjani Portland Cement Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
DUGLOBAL.NS,DUDIGITAL GLOBAL LIMITED
GEEKAYWIRE.NS,Geekay Wires Limited
SGIL.NS,Synergy Green Industries Limited
TIRUPATI.NS,Shree Tirupati Balajee FIBC Limited
MEDICAMEQ.NS,Medicamen Biotech Limited
MEGATHERM.NS,Megatherm Induction Limited
TPLPLASTEH.NS,TPL Plastech Limited
RSSOFTWARE.NS,R. S. Software (India) Limited
RBMINFRA.NS,Rbm Infracon Limited
WANBURY.NS,Wanbury Limited
GENUSPAPER.NS,Genus Paper & Boards Limited
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
VSTL.NS,Vibhor Steel Tubes Limited
LIBERTSHOE.NS,Liberty Shoes Limited
GLOBAL.NS,Global Education Limited
BRNL.NS,Bharat Road Network Limited
NOVAAGRI.NS,Nova Agritech Limited
TVSELECT.NS,TVS Electronics Limited
VINSYS.NS,Vinsys IT Services India Limited
NDL.NS,Nandan Denim Limited
KRITINUT.NS,Kriti Nutrients Limited
NAHARCAP.NS,Nahar Capital and Financial Services Limited
CLEDUCATE.NS,CL Educate Limited
ZIMLAB.NS,Zim Laboratories Limited
SHIVAMAUTO.NS,Shivam Autotech Limited
SYSTANGO.NS,Systango Technologies Limited
UNIDT.NS,United Drilling Tools Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
WTICAB.NS,Wise Travel India Limited
KRITIKA.NS,Kritika Wires Limited
TRF.NS,TRF Limited
AUTOIND.NS,Autoline Industries Limited
MUTHOOTCAP.NS,Muthoot Capital Services Limited
PURVFLEXI.NS,Purv Flexipack Limited
NBIFIN.NS,N. B. I. Industrial Finance Company Limited
AYMSYNTEX.NS,AYM Syntex Limited
MIRCELECTR.NS,MIRC Electronics Limited
NAHARPOLY.NS,Nahar Poly Films Limited
IITL.NS,Industrial Investment Trust Limited
GOLDTECH.NS,AION-TECH SOLUTIONS LIMITED
VENUSREM.NS,Venus Remedies Limited
KRISHNADEF.NS,Krishna Defence and Allied Industries Limited
WINDMACHIN.NS,Windsor Machines Limited
APS.NS,Australian Premium Solar (India) Limited
APOLSINHOT.NS,Apollo Sindoori Hotels Limited
BPL.NS,BPL Limited
CYBERTECH.NS,Cybertech Systems And Software Limited
KOTARISUG.NS,Kothari Sugars And Chemicals Limited
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
SHIVAUM.NS,Shiv Aum Steels Limited
ESSARSHPNG.NS,Essar Shipping Limited
CELLECOR.NS,Cellecor Gadgets Limited
PROZONER.NS,Prozone Realty Limited
AARTISURF.NS,Aarti Surfactants Limited
LAL.NS,Lorenzini Apparels Limited
CINELINE.NS,Cineline India Limited
TECHLABS.NS,Trident Techlabs Limited
FELIX.NS,Felix Industries Limited
NIPPOBATRY.NS,Indo-National Limited
PREMIERPOL.NS,Premier Polyfilm Limited
VARDHACRLC.NS,Vardhman Acrylics Limited
RPPINFRA.NS,R.P.P. Infra Projects Limited
HIGREEN.NS,Hi-Green Carbon Limited
SURANI.NS,Surani Steel Tubes Limited
NILAINFRA.NS,Nila Infrastructures Limited
KAYA.NS,Kaya Limited
SJLOGISTIC.NS,S J Logistics (India) Limited
CRAYONS.NS,Crayons Advertising Limited
NITCO.NS,Nitco Limited
EUROBOND.NS,Euro Panel Products Limited
MEDICO.NS,Medico Remedies Limited
ALANKIT.NS,Alankit Limited
EMAMIREAL.NS,Emami Realty Limited
SAAKSHI.NS,Saakshi Medtech and Panels Limited
SEJALLTD.NS,Sejal Glass Limited
SHEMAROO.NS,Shemaroo Entertainment Limited
BEWLTD.NS,BEW Engineering Limited
IFBAGRO.NS,IFB Agro Industries Limited
DICIND.NS,DIC India Limited
PRECOT.NS,Precot Limited
ASAHISONG.NS,Asahi Songwon Colors Limited
ORBTEXP.NS,Orbit Exports Limited
MODISONLTD.NS,MODISON LIMITED
AURUM.NS,Aurum PropTech Limited
KDL.NS,Kore Digital Limited
EXXARO.NS,Exxaro Tiles Limited
KARNIKA.NS,Karnika Industries Limited
SAHYADRI.NS,Sahyadri Industries Limited
SKP.NS,SKP Bearing Industries Limited
KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited
MKPL.NS,M K Proteins Limited
MANAKSTEEL.NS,Manaksia Steels Limited
UNIVPHOTO.NS,Universus Photo Imagings Limited
SCPL.NS,Sheetal Cool Products Limited
SIGMA.NS,Sigma Solve Limited
IZMO.NS,IZMO Limited
SINTERCOM.NS,Sintercom India Limited
FOCE.NS,Foce India Limited
PODDARMENT.NS,Poddar Pigments Limited
PLAZACABLE.NS,Plaza Wires Limited
DCMNVL.NS,DCM Nouvelle Limited
SHYAMCENT.NS,Shyam Century Ferrous Limited
SAKHTISUG.NS,Sakthi Sugars Limited
ESFL.NS,Essen Speciality Films Limited
ATMASTCO.NS,Atmastco Limited
KORE.NS,Jay Jalaram Technologies Limited
LYKALABS.NS,Lyka Labs Limited
STARPAPER.NS,Star Paper Mills Limited
SRGHFL.NS,SRG Housing Finance Limited
HINDMOTORS.NS,Hindustan Motors Limited
PONNIERODE.NS,Ponni Sugars (Erode) Limited
ASHIMASYN.NS,Ashima Limited
KOTHARIPRO.NS,Kothari Products Limited
GOKUL.NS,Gokul Refoils and Solvent Limited
HITECHCORP.NS,Hitech Corporation Limited
DIGIKORE.NS,Digikore Studios Limited
KNAGRI.NS,KN Agri Resources Limited
URAVI.NS,Uravi T and Wedge Lamps Limited
LAWSIKHO.NS,Addictive Learning Technology Limited
GOLDSTAR.NS,Goldstar Power Limited
TCL.NS,Thaai Casting Limited
RUCHIRA.NS,Ruchira Papers Limited
MAHEPC.NS,Mahindra EPC Irrigation Limited
PROV.NS,Proventus Agrocom Limited
OSIAHYPER.NS,Osia Hyper Retail Limited
MAWANASUG.NS,Mawana Sugars Limited
RHL.NS,Robust Hotels Limited
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
EIFFL.NS,Euro India Fresh Foods Limited
SARTELE.NS,Sar Televenture Limited
VIPULLTD.NS,Vipul Limited
ESSENTIA.NS,Integra Essentia Limited
MWL.NS,Mangalam Worldwide Limited
UCAL.NS,UCAL LIMITED
PASUPTAC.NS,Pasupati Acrylon Limited
DRONE.NS,Drone Destination Limited
INFINIUM.NS,Infinium Pharmachem Limited
COASTCORP.NS,Coastal Corporation Limited
MOS.NS,Mos Utility Limited
BIL.NS,Bhartiya International Limited
INDTERRAIN.NS,Indian Terrain Fashions Limited
ARIES.NS,Aries Agro Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
DYNPRO.NS,Dynemic Products Limited
SHERA.NS,Shera Energy Limited
MHLXMIRU.NS,Mahalaxmi Rubtech Limited
NDLVENTURE.NS,NDL Ventures Limited
GULFPETRO.NS,GP Petroleums Limited
TAKE.NS,Take Solutions Limited
EQUIPPP.NS,Equippp Social Impact Technologies Limited
SMLT.NS,Sarthak Metals Limited
HARRMALAYA.NS,Harrisons  Malayalam Limited
UMAEXPORTS.NS,Uma Exports Limited
LANCORHOL.NS,Lancor Holdings Limited
PROPEQUITY.NS,P. E. Analytics Limited
SOFTTECH.NS,Softtech Engineers Limited
MANOMAY.NS,Manomay Tex India Limited
REPL.NS,Rudrabhishek Enterprises Limited
RANASUG.NS,Rana Sugars Limited
NEWJAISA.NS,Newjaisa Technologies Limited
SHREYANIND.NS,Shreyans Industries Limited
IVC.NS,IL&FS Investment Managers Limited
RAJTV.NS,Raj Television Network Limited
VIPCLOTHNG.NS,VIP Clothing Limited
ABINFRA.NS,A B Infrabuild Limited
TIPSFILMS.NS,Tips Films Limited
SOUTHWEST.NS,South West Pinnacle Exploration Limited
ABAN.NS,Aban Offshore Limited
AIRAN.NS,Airan Limited
SUPREMEPWR.NS,Supreme Power Equipment Limited
VIRINCHI.NS,Virinchi Limited
GOYALSALT.NS,Goyal Salt Limited
TRIGYN.NS,Trigyn Technologies Limited
EMKAY.NS,Emkay Global Financial Services Limited
INDOTHAI.NS,Indo Thai Securities Limited
RAJMET.NS,Rajnandini Metal Limited
RAMAPHO.NS,Rama Phosphates Limited
MGEL.NS,Mangalam Global Enterprise Limited
LORDSCHLO.NS,Lords Chloro Alkali Limited
SWARAJ.NS,Swaraj Suiting Limited
RPPL.NS,Rajshree Polypack Limited
ALMONDZ.NS,Almondz Global Securities Limited
TEMBO.NS,Tembo Global Industries Limited
ZODIACLOTH.NS,Zodiac Clothing Company Limited
ASCOM.NS,Ascom Leasing & Investments Limited
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
AARON.NS,Aaron Industries Limited
JAYSREETEA.NS,Jayshree Tea & Industries Limited
KRISHCA.NS,Krishca Strapping Solutions Limited
INTENTECH.NS,Intense Technologies Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
MURUDCERA.NS,Murudeshwar Ceramics Limited
DRCSYSTEMS.NS,DRC Systems India Limited
SUNDRMBRAK.NS,Sundaram Brake Linings Limited
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited
USK.NS,Udayshivakumar Infra Limited
HINDCON.NS,Hindcon Chemicals Limited
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited
PAR.NS,Par Drugs And Chemicals Limited
MEGASTAR.NS,Megastar Foods Limited
ZEAL.NS,Zeal Global Services Limited
BHAGYANGR.NS,Bhagyanagar India Limited
KONSTELEC.NS,Konstelec Engineers Limited
WELINV.NS,Welspun Investments and Commercials Limited
MARALOVER.NS,Maral Overseas Limited
MAGNUM.NS,Magnum Ventures Limited
GINNIFILA.NS,Ginni Filaments Limited
SADHAV.NS,Sadhav Shipping Limited
TARACHAND.NS,Tara Chand InfraLogistic Solutions Limited
KMSUGAR.NS,K.M.Sugar Mills Limited
ASIANHOTNR.NS,Asian Hotels (North) Limited
SVLL.NS,Shree Vasu Logistics Limited
GUJAPOLLO.NS,Gujarat Apollo Industries Limited
NURECA.NS,Nureca Limited
STARTECK.NS,Starteck Finance Limited
FROG.NS,Frog Cellsat Limited
PRAXIS.NS,Praxis Home Retail Limited
SHREEKARNI.NS,Shree Karni Fabcom Limited
COMSYN.NS,Commercial Syn Bags Limited
ABCOTS.NS,A B Cotspin India Limited
BGRENERGY.NS,BGR Energy Systems Limited
RKEC.NS,RKEC Projects Limited
MCLEODRUSS.NS,Mcleod Russel India Limited
CHAVDA.NS,Chavda Infra Limited
LOYALTEX.NS,Loyal Textile Mills Limited
KAPSTON.NS,Kapston Services Limited
BROOKS.NS,Brooks Laboratories Limited
THOMASCOTT.NS,Thomas Scott (India) Limited
BASML.NS,Bannari Amman Spinning Mills Limited
RVHL.NS,Ravinder Heights Limited
PPAP.NS,PPAP Automotive Limited
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED
ELGIRUBCO.NS,Elgi Rubber Company Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
DCI.NS,Dc Infotech And Communication Limited
ANMOL.NS,Anmol India Limited
A2ZINFRA.NS,A2Z Infra Engineering Limited
AHLEAST.NS,Asian Hotels (East) Limited
VETO.NS,Veto Switchgears And Cables Limited
MANORG.NS,Mangalam Organics Limited
SAH.NS,Sah Polymers Limited
ROXHITECH.NS,Rox Hi Tech Limited
AIROLAM.NS,Airo Lam limited
BAIDFIN.NS,Baid Finserv Limited
SELMC.NS,SEL Manufacturing Company Limited
DRSDILIP.NS,DRS Dilip Roadlines Limited
TEXMOPIPES.NS,Texmo Pipes and Products Limited
TTL.NS,T T Limited
GIRRESORTS.NS,GIR Natureview Resorts Limited
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
JMA.NS,Jullundur Motor Agency (Delhi) Limited
CORDSCABLE.NS,Cords Cable Industries Limited
DEVIT.NS,Dev Information Technology Limited
IRIS.NS,Iris Business Services Limited
CROWN.NS,Crown Lifters Limited
RANEENGINE.NS,Rane Engine Valve Limited
OMAXAUTO.NS,Omax Autos Limited
TREJHARA.NS,TREJHARA SOLUTIONS LIMITED
NILASPACES.NS,Nila Spaces Limited
BYKE.NS,The Byke Hospitality Ltd
MODIRUBBER.NS,Modi Rubber Limited
ANLON.NS,Anlon Technology Solutions Limited
PRITI.NS,Priti International Limited
PARAGON.NS,Paragon Fine and Speciality Chemical Limited
NECCLTD.NS,North Eastern Carrying Corporation Limited
CCHHL.NS,Country Club Hospitality & Holidays Limited
SUPERHOUSE.NS,Superhouse Limited
RAMANEWS.NS,Shree Rama Newsprint Limited
HILTON.NS,Hilton Metal Forging Limited
NDGL.NS,Naga Dhunseri Group Limited
GSS.NS,GSS Infotech Limited
LGBFORGE.NS,LGB Forge Limited
INDOWIND.NS,Indowind Energy Limited
MEP.NS,MEP Infrastructure Developers Limited
BTML.NS,Bodhi Tree Multimedia Limited
VMARCIND.NS,V Marc India Limited
UNITEDPOLY.NS,United Polyfab Gujarat Limited
RMDRIP.NS,R M Drip and Sprinklers Systems Limited
ALPHAGEO.NS,Alphageo (India) Limited
QMSMEDI.NS,QMS Medical Allied Services Limited
USASEEDS.NS,Upsurge Seeds Of Agriculture Limited
UNIHEALTH.NS,Unihealth Consultancy Limited
ROCKINGDCE.NS,Rockingdeals Circular Economy Limited
ESCONET.NS,Esconet Technologies Limited
SMSLIFE.NS,SMS Lifesciences India Limited
VARDMNPOLY.NS,Vardhman Polytex Limited
AVONMORE.NS,Avonmore Capital & Management Services Limited
LAGNAM.NS,Lagnam Spintex Limited
AKSHARCHEM.NS,AksharChem India Limited
MODTHREAD.NS,Modern Threads (India) Limited
SSFL.NS,Srivari Spices And Foods Limited
IEL.NS,Indiabulls Enterprises Limited
BAHETI.NS,Baheti Recycling Industries Limited
ZEELEARN.NS,Zee Learn Limited
GENCON.NS,Generic Engineering Construction and Projects Limited
SURANAT&P.NS,Surana Telecom and Power Limited
DELAPLEX.NS,Delaplex Limited
ASPINWALL.NS,Aspinwall and Company Limited
DTIL.NS,Dhunseri Tea & Industries Limited
DENEERS.NS,De Neers Tools Limited
KCEIL.NS,Kay Cee Energy & Infra Limited
AVPINFRA.NS,AVP Infracon Limited
KANPRPLA.NS,Kanpur Plastipack Limited
CMNL.NS,Chaman Metallics Limited
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
KBCGLOBAL.NS,KBC Global Limited
EFORCE.NS,Electro Force (India) Limited
AURDIS.NS,Aurangabad Distillery Limited
INDBANK.NS,Indbank Merchant Banking Services Limited
TARMAT.NS,Tarmat Limited
INM.NS,Interiors & More Limited
MAXPOSURE.NS,Maxposure Limited
INFOLLION.NS,Infollion Research Services Limited
BAFNAPH.NS,Bafna Pharmaceuticals Limited
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited
EFACTOR.NS,E Factor Experiences Limited
CLOUD.NS,Varanium Cloud Limited
COMPUSOFT.NS,Compucom Software Limited
DJML.NS,DJ Mediaprint & Logistics Limited
DUCON.NS,Ducon Infratechnologies Limited
ATLANTAA.NS,ATLANTAA LIMITED
PRATHAM.NS,Pratham EPC Projects Limited
MADHAVBAUG.NS,Vaidya Sane Ayurved Laboratories Limited
MAHESHWARI.NS,Maheshwari Logistics Limited
SHIVATEX.NS,Shiva Texyarn Limited
SIGIND.NS,Signet Industries Limited
DHRUV.NS,Dhruv Consultancy Services Limited
SECL.NS,Salasar Exteriors and Contour Limited
NITIRAJ.NS,Nitiraj Engineers Limited
INVENTURE.NS,Inventure Growth & Securities Limited
ATAM.NS,Atam Valves Limited
SPECTSTM.NS,Spectrum Talent Management Limited
AARVI.NS,Aarvi Encon Limited
WEIZMANIND.NS,Weizmann Limited
SALSTEEL.NS,S.A.L. Steel Limited
ALPA.NS,Alpa Laboratories Limited
GVPTECH.NS,GVP Infotech Limited
SHREEOSFM.NS,Shree OSFM E-Mobility Limited
SONAMAC.NS,Sona Machinery Limited
GLOBALVECT.NS,Global Vectra Helicorp Limited
MANAKALUCO.NS,Manaksia Aluminium Company Limited
INCREDIBLE.NS,INCREDIBLE INDUSTRIES LIMITED
BLBLIMITED.NS,BLB Limited
EROSMEDIA.NS,Eros International Media Limited
SUPREMEINF.NS,Supreme Infrastructure India Limited
SMARTLINK.NS,Smartlink Holdings Limited
VITAL.NS,Vital Chemtech Limited
VISESHINFO.NS,Visesh Infotecnics Limited
CADSYS.NS,Cadsys (India) Limited
XELPMOC.NS,Xelpmoc Design And Tech Limited
SWASTIK.NS,Swastik Pipe Limited
PRAENG.NS,Prajay Engineers Syndicate Limited
MUKTAARTS.NS,Mukta Arts Limited
PARIN.NS,Parin Furniture Limited
VIVIANA.NS,Viviana Power Tech Limited
UMANGDAIRY.NS,Umang Dairies Limited
BSL.NS,BSL Limited
MAHASTEEL.NS,Mahamaya Steel Industries Limited
ARCHIDPLY.NS,Archidply Industries Limited
CTE.NS,Cambridge Technology Enterprises Limited
ARSHIYA.NS,Arshiya Limited
AARTECH.NS,Aartech Solonics Limited
SALONA.NS,Salona Cotspin Limited
LOVABLE.NS,Lovable Lingerie Limited
CANARYS.NS,Canarys Automations Limited
BAWEJA.NS,Baweja Studios Limited
URBAN.NS,Urban Enviro Waste Management Limited
BAGFILMS.NS,B.A.G Films and Media Limited
ISFT.NS,Intrasoft Technologies Limited
KLL.NS,Kaushalya Logistics Limited
GREENCHEF.NS,Greenchef Appliances Limited
IVP.NS,IVP Limited
WORTH.NS,Worth Peripherals Limited
SONAMLTD.NS,SONAM LIMITED
SUMIT.NS,Sumit Woods Limited
TIRUPATIFL.NS,Tirupati Forge Limited
EMMBI.NS,Emmbi Industries Limited
ARVEE.NS,Arvee Laboratories (India) Limited
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited
UNIVASTU.NS,Univastu India Limited
LLOYDS.NS,Lloyds Luxuries Limited
SURANASOL.NS,Surana Solar Limited
SOMICONVEY.NS,Somi Conveyor Beltings Limited
KAKATCEM.NS,Kakatiya Cement Sugar & Industries Limited
SHIGAN.NS,Shigan Quantum Technologies Limited
BHARATGEAR.NS,Bharat Gears Limited
ONDOOR.NS,On Door Concepts Limited
OILCOUNTUB.NS,Oil Country Tubular Limited
SPLIL.NS,SPL Industries Limited
CAPTRUST.NS,Capital Trust Limited
FIDEL.NS,Fidel Softech Limited
MDL.NS,Marvel Decor Limited
3RDROCK.NS,3rd Rock Multimedia Limited
VEEKAYEM.NS,Veekayem Fashion and Apparels Limited
DYNAMIC.NS,Dynamic Services & Security Limited
GILLANDERS.NS,Gillanders Arbuthnot & Company Limited
